trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.2, 'e': 0.40252422403363597}",25,0,16.63717142997544,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
183,False,"{'a': 0.2, 'e': 0.4005166260908188}",25,0,-86.29363161475196,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
184,False,"{'a': 0.2, 'e': 0.39851904108451414}",25,0,-15.089330231642922,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
185,False,"{'a': 0.2, 'e': 0.39653141907499284}",25,17,-9.345929288630492,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
186,False,"{'a': 0.2, 'e': 0.3945537103716011}",20,6,-6.838728308644286,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
187,False,"{'a': 0.2, 'e': 0.39258586553151836}",20,8,14.949960595726921,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.2, 'e': 0.3906278353585211}",20,13,13.451063537628169,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.2, 'e': 0.388679570901753}",30,8,-55.20967053492074,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 0}",1
190,False,"{'a': 0.2, 'e': 0.3867410234545012}",25,4,-84.22024044923353,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 2}",1
191,False,"{'a': 0.2, 'e': 0.3848121445529785}",25,9,-26.540372385530077,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
192,False,"{'a': 0.2, 'e': 0.38289288597511206}",20,8,-24.715485042081422,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
193,False,"{'a': 0.2, 'e': 0.38098319973933725}",30,0,-107.98267459979597,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 3}",0
194,False,"{'a': 0.2, 'e': 0.37908303810339883}",20,0,-45.69646032544464,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
195,False,"{'a': 0.2, 'e': 0.37719235356315695}",20,0,-71.48620649571585,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
196,False,"{'a': 0.2, 'e': 0.37531109885139957}",25,7,5.949799326352315,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.2, 'e': 0.37343922693666093}",25,0,2.258424648800967,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
198,False,"{'a': 0.2, 'e': 0.3715766910220457}",25,17,-0.27080568325822707,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.2, 'e': 0.369723444544059}",20,0,-88.78494971142705,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
200,False,"{'a': 0.2, 'e': 0.36787944117144233}",30,0,-72.33874764735046,"{0: 24, 1: 1, 2: 2, 3: 2, 4: 1}",0
201,False,"{'a': 0.2, 'e': 0.36604463480401533}",25,2,-27.531870263159874,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
202,False,"{'a': 0.2, 'e': 0.3642189795715233}",20,6,-75.04135170684057,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
203,False,"{'a': 0.2, 'e': 0.36240242983249027}",20,0,-24.195103287090692,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
204,False,"{'a': 0.2, 'e': 0.3605949401730783}",30,19,4.857002895896209,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.2, 'e': 0.3587964654059516}",25,0,-20.332115190305885,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
206,False,"{'a': 0.2, 'e': 0.3570069605691474}",25,5,-36.46913369022011,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
207,False,"{'a': 0.2, 'e': 0.3552263809249515}",20,5,-7.914551388305551,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
208,False,"{'a': 0.2, 'e': 0.35345468195878016}",25,0,-5.116134717627144,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
209,False,"{'a': 0.2, 'e': 0.3516918193780669}",30,15,11.950269344692941,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.2, 'e': 0.3499377491111553}",25,0,-66.50617142106485,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
211,False,"{'a': 0.2, 'e': 0.3481924273061976}",30,13,27.338217829061364,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.2, 'e': 0.3464558103300574}",25,0,-25.8086874783542,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
213,False,"{'a': 0.2, 'e': 0.3447278547672202}",30,17,12.729912000946758,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.2, 'e': 0.34300851741870664}",20,12,14.848081085609646,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.2, 'e': 0.3412977553009937}",20,6,14.085903166080586,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.2, 'e': 0.3395955256449391}",25,9,26.043750937434368,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.2, 'e': 0.33790178589471304}",35,17,-32.38998158968356,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
218,False,"{'a': 0.2, 'e': 0.33621649370673334}",30,8,-28.013543906452036,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 1}",1
219,False,"{'a': 0.2, 'e': 0.3345396069486076}",20,0,-51.50595944280003,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
220,False,"{'a': 0.2, 'e': 0.33287108369807955}",25,0,-35.36197317246227,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
221,False,"{'a': 0.2, 'e': 0.331210882241981}",25,14,20.40570443872901,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.2, 'e': 0.32955896107518906}",25,6,8.013003066533901,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
223,False,"{'a': 0.2, 'e': 0.32791527889958855}",25,13,-80.95941594889086,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 2}",1
224,False,"{'a': 0.2, 'e': 0.32627979462303947}",25,0,-32.52766706730226,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
225,False,"{'a': 0.2, 'e': 0.32465246735834974}",25,4,-11.437866129253727,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
226,False,"{'a': 0.2, 'e': 0.3230332564222529}",20,8,-15.642653971721344,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
227,False,"{'a': 0.2, 'e': 0.32142212133439135}",25,15,-24.088645499496135,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
228,False,"{'a': 0.2, 'e': 0.31981902181630384}",25,0,-23.73772558024887,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
229,False,"{'a': 0.2, 'e': 0.3182239177904191}",20,0,-49.12703711456335,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
230,False,"{'a': 0.2, 'e': 0.31663676937905316}",30,16,15.762699673483718,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.2, 'e': 0.3150575369034133}",20,12,1.1091859239493675,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.2, 'e': 0.3134861808826053}",20,4,-8.91516591740325,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
233,False,"{'a': 0.2, 'e': 0.31192266203264674}",20,6,-29.6500010834265,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
234,False,"{'a': 0.2, 'e': 0.31036694126548503}",25,2,-30.36978377856228,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
235,False,"{'a': 0.2, 'e': 0.30881897968801986}",25,16,-7.079323743608812,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
236,False,"{'a': 0.2, 'e': 0.30727873860113125}",20,0,30.85413803608775,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 0.2, 'e': 0.30574617949871175}",20,8,17.907168787571916,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.2, 'e': 0.3042212640667041}",25,17,1.6275365749083026,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.2, 'e': 0.30270395418214285}",25,17,2.1743069771829933,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.2, 'e': 0.30119421191220214}",20,16,7.907563612728337,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.2996919995132463}",30,0,14.656642804219524,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
242,False,"{'a': 0.2, 'e': 0.2981972794298874}",30,16,27.129167905534366,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.2, 'e': 0.29671001429404525}",25,15,6.460469640011091,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.2, 'e': 0.2952301669240142}",20,1,-30.184252571039416,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
245,False,"{'a': 0.2, 'e': 0.29375770032353277}",30,15,-5.739229028671226,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.2, 'e': 0.2922925776808594}",25,3,13.405867309493058,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.2, 'e': 0.29083476236785155}",30,12,21.186660180710838,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.2, 'e': 0.2893842179390506}",20,0,0.6255315227651521,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
249,False,"{'a': 0.2, 'e': 0.2879409081307702}",20,1,17.84336232436005,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.2, 'e': 0.2865047968601901}",20,12,-7.859502063709211,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
251,False,"{'a': 0.2, 'e': 0.28507584822445353}",25,12,11.059578705013744,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.2, 'e': 0.2836540264997704}",20,0,-31.24149639060256,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
253,False,"{'a': 0.2, 'e': 0.2822392961405233}",25,10,6.750872398898965,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
254,False,"{'a': 0.2, 'e': 0.2808316217783798}",35,12,20.321682564104016,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.2, 'e': 0.2794309682214073}",30,1,-120.59081791588697,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 2}",1
256,False,"{'a': 0.2, 'e': 0.27803730045319414}",20,11,14.719292612786331,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.2, 'e': 0.2766505836319734}",20,6,-7.623229286859322,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
258,False,"{'a': 0.2, 'e': 0.27527078308975234}",30,6,1.768906936691268,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.2, 'e': 0.2738978643314456}",20,0,-15.215379391291782,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
260,False,"{'a': 0.2, 'e': 0.2725317930340126}",20,8,8.704203345092669,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.2, 'e': 0.2711725350455999}",20,6,13.176379963957178,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.2, 'e': 0.2698200563846868}",20,1,-3.3936868472639543,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.2, 'e': 0.2684743232392366}",30,20,18.890628974121608,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.2, 'e': 0.26713530196585034}",25,12,6.09818860472957,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.2, 'e': 0.2658029590889266}",30,7,-15.944977558910598,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
266,False,"{'a': 0.2, 'e': 0.26447726129982396}",25,18,-42.178689728823244,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
267,False,"{'a': 0.2, 'e': 0.2631581754560287}",20,6,21.502286234751068,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.2, 'e': 0.261845668580326}",30,16,2.2294959888144295,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
269,False,"{'a': 0.2, 'e': 0.2605397078599756}",20,0,-37.920868506210425,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
270,False,"{'a': 0.2, 'e': 0.2592402606458915}",25,0,-5.460479358880734,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
271,False,"{'a': 0.2, 'e': 0.2579472944518257}",20,2,-1.5816013694330424,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
272,False,"{'a': 0.2, 'e': 0.2566607769535559}",25,11,-27.989200353203394,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
273,False,"{'a': 0.2, 'e': 0.2553806759880777}",20,11,5.297910170948334,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.2, 'e': 0.25410695955280027}",20,6,-19.057521586040792,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
275,False,"{'a': 0.2, 'e': 0.25283959580474646}",25,3,3.515549026080925,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
276,False,"{'a': 0.2, 'e': 0.25157855305975646}",25,18,4.440682118302519,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.2, 'e': 0.2503237997916961}",20,4,6.656017471266303,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.2, 'e': 0.24907530463166816}",20,6,20.828721854306643,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.2, 'e': 0.24783303636722875}",30,19,1.8288340527177294,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.2, 'e': 0.24659696394160643}",20,8,-45.52944068733886,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
281,False,"{'a': 0.2, 'e': 0.24536705645292634}",20,1,13.055690955908558,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.2441432831534371}",25,0,20.41832843520288,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
283,False,"{'a': 0.2, 'e': 0.24292561344874244}",20,0,-27.526764622989255,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
284,False,"{'a': 0.2, 'e': 0.24171401689703645}",20,6,0.19046555363296735,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
285,False,"{'a': 0.2, 'e': 0.24050846320834213}",25,15,11.347536355205325,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.2, 'e': 0.23930892224375455}",20,2,-30.0871754703387,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
287,False,"{'a': 0.2, 'e': 0.23811536401468703}",25,0,-19.630746451087486,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
288,False,"{'a': 0.2, 'e': 0.23692775868212176}",30,18,11.648448211890843,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.2, 'e': 0.23574607655586352}",25,0,-11.274946949969383,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
290,False,"{'a': 0.2, 'e': 0.23457028809379765}",35,15,-79.62580801678972,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",1
291,False,"{'a': 0.2, 'e': 0.23340036390115132}",20,5,14.568109447489652,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.2, 'e': 0.23223627472975883}",25,0,-109.80142526464921,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 2}",0
293,False,"{'a': 0.2, 'e': 0.23107799147733019}",20,6,-62.74291441950544,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
294,False,"{'a': 0.2, 'e': 0.22992548518672384}",25,9,2.0461951935356626,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
295,False,"{'a': 0.2, 'e': 0.22877872704522242}",20,10,-15.958254048815313,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
296,False,"{'a': 0.2, 'e': 0.22763768838381274}",25,15,-19.33366153265598,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
297,False,"{'a': 0.2, 'e': 0.22650234067646874}",25,17,4.39160308657112,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.2, 'e': 0.22537265553943872}",25,14,-83.91930637869343,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 2}",1
299,False,"{'a': 0.2, 'e': 0.22424860473053532}",30,22,15.136913112536563,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.2, 'e': 0.22313016014842982}",20,0,-5.969506440292245,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
301,False,"{'a': 0.2, 'e': 0.22201729383194937}",20,14,10.634661405207666,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.2, 'e': 0.2209099779593782}",25,12,8.72069249476954,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.2, 'e': 0.21980818484776168}",25,5,-11.751535094009064,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
304,False,"{'a': 0.2, 'e': 0.21871188695221475}",20,13,13.68438863888852,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.2, 'e': 0.21762105686523284}",25,0,-67.4899814606588,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
306,False,"{'a': 0.2, 'e': 0.21653566731600707}",20,14,9.601607257852047,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.2, 'e': 0.21545569116974203}",20,12,4.947885018385406,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.2, 'e': 0.21438110142697794}",30,16,-33.105329671725045,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
309,False,"{'a': 0.2, 'e': 0.21331187122291523}",25,2,40.516144204943004,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.2, 'e': 0.21224797382674304}",20,9,21.25876084483476,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.2, 'e': 0.21118938264097117}",20,3,16.994174843383515,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.2, 'e': 0.21013607120076472}",20,0,7.542224700829345,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
313,False,"{'a': 0.2, 'e': 0.20908801317328293}",20,13,12.192783915777872,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.2, 'e': 0.20804518235702046}",30,13,-5.07825001552239,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
315,False,"{'a': 0.2, 'e': 0.20700755268115265}",30,13,-6.621303482284929,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
316,False,"{'a': 0.2, 'e': 0.20597509820488344}",30,14,-3.602773659592211,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
317,False,"{'a': 0.2, 'e': 0.2049477931167973}",30,0,-91.3938661007872,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 3}",0
318,False,"{'a': 0.2, 'e': 0.20392561173421342}",25,0,3.637771388932223,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
319,False,"{'a': 0.2, 'e': 0.20290852850254407}",20,8,20.332367135378544,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.2, 'e': 0.20189651799465538}",20,6,10.131831569470734,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.2, 'e': 0.20088955491023208}",20,12,1.5152657341512688,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.2, 'e': 0.1998876140751445}",25,12,22.025131081911486,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.2, 'e': 0.19889067044081962}",20,9,12.189016717078845,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.2, 'e': 0.19789869908361465}",20,12,16.5863190365493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.2, 'e': 0.19691167520419406}",30,21,15.215634057140516,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.2, 'e': 0.19592957412690934}",25,17,16.285694653227488,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.2, 'e': 0.1949523712991825}",20,0,17.783989118086467,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
328,False,"{'a': 0.2, 'e': 0.19398004229089189}",25,15,15.43416942032372,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.2, 'e': 0.19301256279376172}",30,0,-24.825174138087263,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
330,False,"{'a': 0.2, 'e': 0.19204990862075408}",20,4,-25.953139783931704,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
331,False,"{'a': 0.2, 'e': 0.19109205570546464}",30,0,28.857546855637057,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
332,False,"{'a': 0.2, 'e': 0.1901389801015205}",30,7,-4.369509901949734,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.2, 'e': 0.18919065798198204}",20,15,8.820039917497452,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.2, 'e': 0.1882470656387468}",20,13,1.1040257741171544,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.2, 'e': 0.18730817948195702}",20,14,4.961986209125982,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.2, 'e': 0.18637397603940997}",25,17,14.377989723022992,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.2, 'e': 0.18544443195597088}",25,18,0.04810737270688792,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.2, 'e': 0.18451952399298926}",25,1,26.664844876833577,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.2, 'e': 0.18359922902771786}",25,18,7.045219617656106,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.2, 'e': 0.18268352405273466}",20,4,-35.86237729886138,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
341,False,"{'a': 0.2, 'e': 0.1817723861753675}",20,8,-12.435375407099865,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
342,False,"{'a': 0.2, 'e': 0.1808657926171221}",20,0,-6.106113774123232,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
343,False,"{'a': 0.2, 'e': 0.17996372071311217}",30,21,13.386244994572964,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.2, 'e': 0.17906614791149322}",20,0,32.82450863404746,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.2, 'e': 0.1781730517728984}",20,6,-17.81709366730513,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
346,False,"{'a': 0.2, 'e': 0.17728440996987782}",20,4,17.78861214889125,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.2, 'e': 0.17640020028634}",20,0,-33.74470251517382,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
348,False,"{'a': 0.2, 'e': 0.17552040061699686}",20,12,13.404873489974124,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.2, 'e': 0.17464498896681085}",20,6,22.56080874472507,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.2, 'e': 0.17377394345044514}",25,17,15.680859040904929,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.2, 'e': 0.17290724229171636}",20,0,20.810435733297286,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
352,False,"{'a': 0.2, 'e': 0.17204486382305054}",20,5,-37.72271025591517,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
353,False,"{'a': 0.2, 'e': 0.1711867864849409}",30,20,-8.578767606235687,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
354,False,"{'a': 0.2, 'e': 0.17033298882540943}",25,6,5.145820405276312,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.2, 'e': 0.16948344949947006}",25,12,7.687061610177318,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.2, 'e': 0.1686381472685955}",20,3,12.580654323082303,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.2, 'e': 0.16779706100018585}",20,0,15.997936715758495,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.2, 'e': 0.1669601696670407}",20,14,-0.4829198939728008,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.2, 'e': 0.16612745234683307}",25,0,1.486300077332901,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
360,False,"{'a': 0.2, 'e': 0.16529888822158653}",30,16,12.099187028236306,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.2, 'e': 0.1644744565771549}",30,15,-13.32217620978355,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
362,False,"{'a': 0.2, 'e': 0.16365413680270405}",20,16,9.191718100977265,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.2, 'e': 0.16283790839019696}",20,8,15.187142702528341,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.2, 'e': 0.16202575093388075}",25,17,16.018741783455386,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.2, 'e': 0.16121764412977677}",20,0,20.1232287557628,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
